042485667998067503,P6,0.59
396870021514170013,P4,0.51
396870021514170013,P7,0.88
396870021514170013,P8,0.93
396870021514170013,P6,0.73
396870021514170013,P10,0.66
396870021514170013,P3,0.51
396870021514170013,P5,0.71
280708041377940976,P8,0.79
280708041377940976,P10,0.83
280708041377940976,P6,0.87
280708041377940976,P1,1.0
280708041377940976,P7,0.53
995007222263659572,P2,0.74
995007222263659572,P6,0.57
995007222263659572,P3,0.75
995007222263659572,P10,0.64
995007222263659572,P5,0.59
995007222263659572,P1,0.58
995007222263659572,P9,0.66
995007222263659572,P7,0.62
995007222263659572,P4,0.73
869126006934140795,P3,0.61
701533655701236693,P6,0.74
701533655701236693,P10,0.84
701533655701236693,P8,0.91
701533655701236693,P2,0.69
701533655701236693,P4,0.98
701533655701236693,P1,0.92
701533655701236693,P7,0.85
861222219478814798,P8,0.92
861222219478814798,P1,0.76
861222219478814798,P10,0.59
861222219478814798,P5,0.55
861222219478814798,P4,0.86
861222219478814798,P3,0.72
861222219478814798,P9,0.94
861222219478814798,P7,0.76
861222219478814798,P2,0.95
861222219478814798,P6,0.67
122832131738783367,P8,0.67
122832131738783367,P3,0.58
122832131738783367,P6,0.7
122832131738783367,P4,0.94
122832131738783367,P9,0.72
122832131738783367,P7,0.56
122832131738783367,P1,0.7
122832131738783367,P5,0.63
155026834793028831,P4,0.64
155026834793028831,P8,0.79
155026834793028831,P10,0.64
155026834793028831,P2,0.94
155026834793028831,P9,0.67
155026834793028831,P6,0.67
175135430262007456,P5,0.51
254254034301673409,P1,0.53
254254034301673409,P6,0.7
959844122152039232,P8,0.78
824747484596953921,P8,0.5
824747484596953921,P2,0.87
824747484596953921,P7,0.99
824747484596953921,P3,0.6
824747484596953921,P10,0.54
824747484596953921,P6,0.58
824747484596953921,P9,0.74
824747484596953921,P4,0.89
565684201337427518,P7,0.55
565684201337427518,P3,0.95
565684201337427518,P5,0.84
565684201337427518,P9,0.75
565684201337427518,P8,0.53
911968168371068648,P4,0.72
911968168371068648,P7,0.83
911968168371068648,P8,0.76
463564318103783420,P9,0.55
463564318103783420,P1,0.62
463564318103783420,P4,0.76
765956678426692736,P6,0.94
765956678426692736,P1,0.63
765956678426692736,P7,0.67
765956678426692736,P3,0.91
390408546836691464,P5,0.81
390408546836691464,P10,0.73
390408546836691464,P8,0.62
390408546836691464,P4,0.7
390408546836691464,P3,0.82
390408546836691464,P2,0.54
390408546836691464,P1,0.85
390408546836691464,P7,0.85
314709696263875329,P9,0.7
314709696263875329,P10,0.83
314709696263875329,P7,0.92
314709696263875329,P5,0.89
314709696263875329,P4,0.97
314709696263875329,P8,0.97
314709696263875329,P3,0.64
314709696263875329,P2,0.58
314709696263875329,P6,0.67
314709696263875329,P1,0.56
843736782561384199,P1,0.64
843736782561384199,P9,0.77
843736782561384199,P3,0.92
843736782561384199,P5,0.8
843736782561384199,P7,0.8
843736782561384199,P4,0.98
843736782561384199,P6,0.83
843736782561384199,P10,0.53
490854032592830360,P3,0.73
490854032592830360,P5,0.81
490854032592830360,P8,0.5
490854032592830360,P1,0.75
490854032592830360,P10,0.5
490854032592830360,P7,0.65
490854032592830360,P6,0.71
490854032592830360,P9,0.77
490854032592830360,P2,0.8
448207951660615003,P3,0.83
448207951660615003,P6,0.64
448207951660615003,P1,0.87
448207951660615003,P10,0.97
448207951660615003,P7,0.65
867549333352307967,P7,0.69
867549333352307967,P8,0.51
867549333352307967,P4,0.93
867549333352307967,P1,0.6
867549333352307967,P2,0.84
867549333352307967,P10,0.85
867549333352307967,P6,0.72
867549333352307967,P3,0.71
867549333352307967,P9,0.51
867549333352307967,P5,0.87
687147063266084823,P3,0.52
687147063266084823,P2,0.65
687147063266084823,P4,0.84
678978306778429577,P10,0.54
678978306778429577,P3,1.0
678978306778429577,P8,0.65
678978306778429577,P6,0.81
678978306778429577,P5,0.66
678978306778429577,P4,0.89
678978306778429577,P7,0.83
678978306778429577,P9,0.98
678978306778429577,P2,0.6
947017493247387743,P8,0.56
947017493247387743,P1,0.52
947017493247387743,P7,0.9
947017493247387743,P5,0.91
947017493247387743,P6,0.68
947017493247387743,P2,0.7
947017493247387743,P4,0.6
983868231982429423,P7,0.97
983868231982429423,P2,0.88
983868231982429423,P1,0.83
983868231982429423,P3,0.97
983868231982429423,P5,0.72
193860504040782086,P3,0.76
193860504040782086,P7,0.88
193860504040782086,P9,0.88
193860504040782086,P6,0.91
193860504040782086,P10,0.75
397428566609276237,P8,0.72
397428566609276237,P1,0.85
397428566609276237,P5,0.82
397428566609276237,P3,0.89
397428566609276237,P4,0.6
009666608994907371,P7,0.75
009666608994907371,P4,0.81
009666608994907371,P1,0.66
009666608994907371,P2,0.97
009666608994907371,P10,0.53
033787870133311421,P6,0.77
033787870133311421,P2,0.72
033787870133311421,P7,0.55
033787870133311421,P4,0.83
066902052028417727,P8,0.75
066902052028417727,P10,0.51
066902052028417727,P3,0.61
066902052028417727,P5,0.76
650468973468429116,P3,0.6
650468973468429116,P7,0.66
650468973468429116,P9,0.69
650468973468429116,P1,0.95
650468973468429116,P8,0.93
650468973468429116,P10,0.64
650468973468429116,P2,0.54
650468973468429116,P6,0.68
650468973468429116,P4,0.66
650468973468429116,P5,0.93
143668436786839811,P1,0.74
143668436786839811,P4,0.9
143668436786839811,P5,0.77
143668436786839811,P6,0.85
143668436786839811,P7,1.0
143668436786839811,P10,0.71
143668436786839811,P2,0.51
143668436786839811,P9,0.65
264948113457725019,P9,0.85
271239788512133383,P4,0.65
271239788512133383,P1,0.5
271239788512133383,P7,0.63
271239788512133383,P2,0.58
271239788512133383,P10,0.65
799877943259261783,P7,0.58
799877943259261783,P5,0.99
799877943259261783,P10,0.62
799877943259261783,P4,0.65
799877943259261783,P6,0.77
691672095308924276,P4,0.61
691672095308924276,P8,0.59
691672095308924276,P6,0.55
691672095308924276,P5,0.56
691672095308924276,P9,0.94
691672095308924276,P7,0.96
691672095308924276,P1,0.76
691672095308924276,P3,0.72
691672095308924276,P10,0.77
411187701431411183,P7,0.52
